Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Regulation of Interleukin-23 Production (GO:0032667)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	IL17RA
Regulation of Myeloid Leukocyte Differentiation (GO:0002761)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	MTOR
Ammonium Transmembrane Transport (GO:0072488)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	SLC12A2
Anoikis (GO:0043276)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	MTOR
Aromatic Amino Acid Transport (GO:0015801)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	SLC3A2
Regulation of Phosphatase Activity (GO:0010921)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	URI1
Autophagosome-Lysosome Fusion (GO:0061909)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	TOM1
Regulation of Skeletal Muscle Cell Differentiation (GO:2001014)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	GPC1
Cellular Response to Platelet-Derived Growth Factor Stimulus (GO:0036120)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	SYAP1
Galactose Catabolic Process (GO:0019388)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	GLB1L2
Vascular Endothelial Cell Response to Laminar Fluid Shear Stress (GO:0097700)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	MTOR
Glutamine Transport (GO:0006868)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	SLC1A5
Inner Ear Receptor Cell Development (GO:0060119)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	SLC4A7
Intracellular Triglyceride Homeostasis (GO:0035356)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	PNPLA2
Magnesium Ion Homeostasis (GO:0010960)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	CNNM3
Mesodermal Cell Differentiation (GO:0048333)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	ITGB1
Multi-Pass Transmembrane Protein Insertion Into ER Membrane (GO:0160063)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	NOMO1
Negative Regulation of Ferroptosis (GO:0110076)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	GPX4
Negative Regulation of Retrograde Protein Transport, ER to Cytosol (GO:1904153)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	OS9
Negative Regulation of Ubiquitin Protein Ligase Activity (GO:1904667)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	RPL11
Phosphatidylserine Acyl-Chain Remodeling (GO:0036150)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	LPCAT4
poly-N-acetyllactosamine Metabolic Process (GO:0030309)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	B4GAT1
Positive Regulation by Host of Viral Genome Replication (GO:0044829)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	ZFYVE1
Positive Regulation of T Cell Mediated Immune Response to Tumor Cell (GO:0002842)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	KLHL22
Positive Regulation of Immune Response to Tumor Cell (GO:0002839)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	KLHL22
Positive Regulation of Telomerase RNA Localization to Cajal Body (GO:1904874)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	TCP1
Positive Regulation of Vascular Associated Smooth Muscle Cell Migration (GO:1904754)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	DOCK4
Proline Transport (GO:0015824)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	SLC3A2
Reelin-Mediated Signaling Pathway (GO:0038026)	1/8	0.10812927292067356	0.4280124132596544	0	0	9.949015648662291	22.13086695340906	VLDLR
Regulation of Catabolic Process (GO:0009894)	3/81	0.10824790997663009	0.4280124132596544	0	0	2.687927730632357	5.976153639707917	ITGB1;SCARB2;ATM
RNA Biosynthetic Process (GO:0032774)	4/128	0.10954732826664518	0.4280124132596544	0	0	2.257142857142857	4.991442557656167	HNRNPDL;PABPN1;TAF1B;HNRNPH1
Cellular Response to Amino Acid Stimulus (GO:0071230)	2/40	0.11032924961312424	0.4280124132596544	0	0	3.6726390444195594	8.095547583497707	KLHL22;MTOR
Positive Regulation of Lipid Biosynthetic Process (GO:0046889)	2/40	0.11032924961312424	0.4280124132596544	0	0	3.6726390444195594	8.095547583497707	LPGAT1;MTOR
Positive Regulation of Proteolysis Involved in Protein Catabolic Process (GO:1903052)	2/40	0.11032924961312424	0.4280124132596544	0	0	3.6726390444195594	8.095547583497707	FMR1;MTOR
Protein Monoubiquitination (GO:0006513)	2/40	0.11032924961312424	0.4280124132596544	0	0	3.6726390444195594	8.095547583497707	KLHL22;STUB1
Regulation of DNA Binding (GO:0051101)	2/40	0.11032924961312424	0.4280124132596544	0	0	3.6726390444195594	8.095547583497707	JUN;CEBPG
Regulation of Apoptotic Signaling Pathway (GO:2001233)	2/40	0.11032924961312424	0.4280124132596544	0	0	3.6726390444195594	8.095547583497707	CYLD;MADD
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	8/340	0.1127049140576327	0.4280124132596544	0	0	1.6923345556137595	3.6943363059362473	PSMB6;KCMF1;FBXO2;KLHL22;FBXO6;STUB1;KBTBD7;FBXO11
Regulation of Cilium Assembly (GO:1902017)	3/83	0.11426924097685712	0.4280124132596544	0	0	2.6204626334519574	5.684301916284217	DYNC2LI1;CYLD;EVI5
Sphingolipid Biosynthetic Process (GO:0030148)	3/83	0.11426924097685712	0.4280124132596544	0	0	2.6204626334519574	5.684301916284217	SMPD2;SMPD4;SPTLC2
Organophosphate Metabolic Process (GO:0019637)	3/83	0.11426924097685712	0.4280124132596544	0	0	2.6204626334519574	5.684301916284217	GPX4;LPCAT4;AGPAT2
Regulation of Neurotransmitter Secretion (GO:0046928)	2/41	0.11494617396997868	0.4280124132596544	0	0	3.5782869612656847	7.740877097383889	FMR1;RAB5A
Connective Tissue Development (GO:0061448)	2/41	0.11494617396997868	0.4280124132596544	0	0	3.5782869612656847	7.740877097383889	SPTLC2;ATP7A
Negative Regulation of Type I Interferon Production (GO:0032480)	2/41	0.11494617396997868	0.4280124132596544	0	0	3.5782869612656847	7.740877097383889	CYLD;KLHL22
Organelle Transport Along Microtubule (GO:0072384)	2/41	0.11494617396997868	0.4280124132596544	0	0	3.5782869612656847	7.740877097383889	COPG2;RAB6A
Cellular Response to Retinoic Acid (GO:0071300)	2/42	0.11961165847898951	0.4280124132596544	0	0	3.4886524822695035	7.408170861310887	PTK7;ATM
Membrane Fission (GO:0090148)	2/42	0.11961165847898951	0.4280124132596544	0	0	3.4886524822695035	7.408170861310887	EXOC8;EXOC6
Regulation of Endosome Size (GO:0051036)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	RAB5A
Golgi Lumen Acidification (GO:0061795)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	ATP6V1A
L-leucine Transport (GO:0015820)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	SLC3A2
Regulation of Ketone Biosynthetic Process (GO:0010566)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	SIRT5
Regulation of Melanin Biosynthetic Process (GO:0048021)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	ATP7A
Amyloid-Beta Formation (GO:0034205)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	NCSTN
Apical Protein Localization (GO:0045176)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	VANGL2
Regulation of Protein Localization to Cajal Body (GO:1904869)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	TCP1
Regulation of Receptor Binding (GO:1900120)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	PTPRF
Regulation of Translation in Response to Endoplasmic Reticulum Stress (GO:0036490)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	DNAJC3
Regulation of Vascular Wound Healing (GO:0061043)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	SLC12A2
Regulation of Wound Healing, Spreading of Epidermal Cells (GO:1903689)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	MTOR
Chloride Ion Homeostasis (GO:0055064)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	SLC12A2
Response to Platelet-Derived Growth Factor (GO:0036119)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	SYAP1
Collagen Biosynthetic Process (GO:0032964)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	P3H4
Synaptic Vesicle Budding From Presynaptic Endocytic Zone Membrane (GO:0016185)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	AP3M2
Telomeric Loop Disassembly (GO:0090657)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	WRN
Homocysteine Metabolic Process (GO:0050667)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	MMUT
Hormone Transport (GO:0009914)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	SLC3A2
Lipoxygenase Pathway (GO:0019372)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	GPX4
Monoatomic Anion Homeostasis (GO:0055081)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	SLC12A2
Morphogenesis of an Epithelial Sheet (GO:0002011)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	LIN7C
Negative Regulation of PERK-mediated Unfolded Protein Response (GO:1903898)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	PTPN1
Negative Regulation of Cytoplasmic Translation (GO:2000766)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	FMR1
Negative Regulation of Protein Exit From Endoplasmic Reticulum (GO:0070862)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	OS9
Negative Regulation of Receptor Binding (GO:1900121)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	PTPRF
Positive Regulation of Keratinocyte Migration (GO:0051549)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	MTOR
Positive Regulation of Protein Localization to Cajal Body (GO:1904871)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	TCP1
Positive Regulation of Transcription of Nucleolar Large rRNA by RNA Polymerase I (GO:1901838)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	MTOR
Protein Localization to Nucleolus (GO:1902570)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	WRN
Protein poly-ADP-ribosylation (GO:0070212)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	PARP2
Regulation of Cellular Response to Insulin Stimulus (GO:1900076)	1/9	0.12079888507649002	0.4280124132596544	0	0	8.70494699646643	18.39902165165309	ATP2B1
Negative Regulation of mRNA Catabolic Process (GO:1902373)	2/43	0.12432340585585501	0.43211985737856135	0	0	3.403390416882892	7.095623164361508	NBAS;ZC3H14
Mitochondrion Organization (GO:0007005)	4/135	0.12623146211378644	0.43211985737856135	0	0	2.1357688113413302	4.420268411517911	HAX1;SIRT5;ATP7A;FANCG
Receptor-Mediated Endocytosis (GO:0006898)	4/136	0.1286981810384123	0.43211985737856135	0	0	2.1194805194805193	4.3455397481186795	SCARB2;ITGB1;VLDLR;RAB5A
DNA-templated DNA Replication Maintenance of Fidelity (GO:0045005)	2/44	0.12907917389430146	0.43211985737856135	0	0	3.3221884498480243	6.801613792597722	MMS22L;WRN
Amino Acid Transport (GO:0006865)	2/44	0.12907917389430146	0.43211985737856135	0	0	3.3221884498480243	6.801613792597722	SLC3A2;SLC1A5
Regulation of Telomere Maintenance via Telomerase (GO:0032210)	2/44	0.12907917389430146	0.43211985737856135	0	0	3.3221884498480243	6.801613792597722	TCP1;ATM
Positive Regulation of Cell Cycle G1/S Phase Transition (GO:1902808)	2/44	0.12907917389430146	0.43211985737856135	0	0	3.3221884498480243	6.801613792597722	ANKRD17;ADAMTS1
Positive Regulation of Wound Healing (GO:0090303)	2/44	0.12907917389430146	0.43211985737856135	0	0	3.3221884498480243	6.801613792597722	ITGB1;MTOR
Regulation of Apoptotic Process (GO:0042981)	14/704	0.12978729446596846	0.43211985737856135	0	0	1.4297584541062802	2.9193642594084017	ITGB1;JUN;TSC22D1;FBXO11;MTOR;IGF1R;DNAJC3;HAX1;MADD;BNIP1;SAP18;ATM;ARHGEF7;SLC27A4
Nuclear-Transcribed mRNA Catabolic Process (GO:0000956)	3/89	0.13305756930508708	0.43211985737856135	0	0	2.436894810891335	4.915151993878912	SMG1;NBAS;ATM
Regulation of Granulocyte Differentiation (GO:0030852)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	HAX1
RNA Localization to Cajal Body (GO:0090670)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	TCP1
Regulation of Long-Term Synaptic Depression (GO:1900452)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	FMR1
Regulation of Mitotic Sister Chromatid Segregation (GO:0033047)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	CDK5RAP2
Branched-Chain Amino Acid Transport (GO:0015803)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	SLC3A2
Regulation of Telomere Capping (GO:1904353)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	ATM
Regulation of Triglyceride Catabolic Process (GO:0010896)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	PNPLA2
Cellular Response to Increased Oxygen Levels (GO:0036295)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	ATP6V1A
Cellular Response to Oxygen Levels (GO:0071453)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	ATP6V1A
Copper Ion Transport (GO:0006825)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	ATP7A
Double-Strand Break Repair via Break-Induced Replication (GO:0000727)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	MCM4
Synaptic Signaling (GO:0099536)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	KCMF1
T-Circle Formation (GO:0090656)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	WRN
Telomere Maintenance via Telomere Trimming (GO:0090737)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	WRN
Formation of Extrachromosomal Circular DNA (GO:0001325)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	WRN
Galactose Metabolic Process (GO:0006012)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	GLB1L2
Glomerular Filtration (GO:0003094)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	MYO1E
Glycerol Metabolic Process (GO:0006071)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	PGP
Growth Hormone Receptor Signaling Pathway via JAK-STAT (GO:0060397)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	PTPN1
Kinetochore Assembly (GO:0051382)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	KNTC1
Long-Chain Fatty Acid Import Into Cell (GO:0044539)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	SLC27A4
Mitotic DNA Replication (GO:1902969)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	MCM4
Myelin Assembly (GO:0032288)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	GPC1
Negative Regulation of Centrosome Duplication (GO:0010826)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	CDK5RAP2
Negative Regulation of Smooth Muscle Cell Apoptotic Process (GO:0034392)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	STUB1
Negative Regulation of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030948)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	PTPN1
Positive Regulation of RIG-I Signaling Pathway (GO:1900246)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	PUM2
Positive Regulation of Cell Morphogenesis (GO:0010770)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	CUL7
Protein auto-ADP-ribosylation (GO:0070213)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	PARP2
Regulation of DNA-templated Transcription Initiation (GO:2000142)	1/10	0.13328914247909435	0.43211985737856135	0	0	7.737338044758539	15.59255061922831	JUN
Synaptic Vesicle Cycle (GO:0099504)	2/45	0.13387677428726436	0.43211985737856135	0	0	3.2447633184891966	6.524685260146386	AP3M2;RAB5A
Negative Regulation of Biosynthetic Process (GO:0009890)	2/45	0.13387677428726436	0.43211985737856135	0	0	3.2447633184891966	6.524685260146386	PGP;ABCD1
Purine Ribonucleotide Biosynthetic Process (GO:0009152)	2/45	0.13387677428726436	0.43211985737856135	0	0	3.2447633184891966	6.524685260146386	ATP5F1C;PFAS
Regulation of Cytoskeleton Organization (GO:0051493)	4/139	0.136217844688964	0.4356898551365723	0	0	2.072063492063492	4.1306583136111135	CYLD;ARHGAP17;ARHGEF7;MTOR
Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	2/46	0.13871407164742003	0.4356898551365723	0	0	3.1708575112830433	6.263523271180241	CYLD;URI1
Negative Regulation of Proteasomal Protein Catabolic Process (GO:1901799)	2/46	0.13871407164742003	0.4356898551365723	0	0	3.1708575112830433	6.263523271180241	RPL11;PSMF1
Positive Regulation of Nucleocytoplasmic Transport (GO:0046824)	2/46	0.13871407164742003	0.4356898551365723	0	0	3.1708575112830433	6.263523271180241	XPO4;ZPR1
Positive Regulation of Transcription Elongation by RNA Polymerase II (GO:0032968)	2/46	0.13871407164742003	0.4356898551365723	0	0	3.1708575112830433	6.263523271180241	MED23;MED24
Regulation of Double-Strand Break Repair (GO:2000779)	3/91	0.1395458751158874	0.4356898551365723	0	0	2.3812681979941765	4.68957881019482	PPP4R3A;ATM;PPP4R3B
Phosphatidylinositol Biosynthetic Process (GO:0006661)	3/91	0.1395458751158874	0.4356898551365723	0	0	2.3812681979941765	4.68957881019482	VAC14;SMG1;PI4K2A
Protein O-linked Glycosylation (GO:0006493)	3/91	0.1395458751158874	0.4356898551365723	0	0	2.3812681979941765	4.68957881019482	B4GAT1;PLOD2;B3GALT6
DNA Integrity Checkpoint Signaling (GO:0031570)	2/47	0.14358898233718395	0.4356898551365723	0	0	3.1002364066193855	6.0169399029967	FBXO6;ATM
Ribosomal Large Subunit Biogenesis (GO:0042273)	2/47	0.14358898233718395	0.4356898551365723	0	0	3.1002364066193855	6.0169399029967	RPL11;HEATR3
Regulation of Programmed Cell Death (GO:0043067)	5/195	0.1452282336848745	0.4356898551365723	0	0	1.8417279758536125	3.553519738324403	HAX1;TSC22D1;MADD;ATM;FBXO11
Regulation of Establishment of Protein Localization to Mitochondrion (GO:1903747)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	HAX1
Regulation of Ferroptosis (GO:0110075)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	GPX4
Regulation of Keratinocyte Migration (GO:0051547)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	MTOR
SRP-dependent Cotranslational Protein Targeting to Membrane (GO:0006614)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	SRP19
Regulation of Programmed Necrotic Cell Death (GO:0062098)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	CYLD
Regulation of Telomerase RNA Localization to Cajal Body (GO:1904872)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	TCP1
Cellular Response to Leucine Starvation (GO:1990253)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	MTOR
Cellular Response to Nutrient (GO:0031670)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	MTOR
Endoplasmic Reticulum Membrane Organization (GO:0090158)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	BNIP1
Endosomal Lumen Acidification (GO:0048388)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	ATP6V1A
Fatty Acid Transmembrane Transport (GO:1902001)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	ABCD3
Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0048009)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	IGF1R
Iron Ion Transmembrane Transport (GO:0034755)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	ABCB7
Lipid Import Into Cell (GO:0140354)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	SLC27A4
Maintenance of Protein Localization in Endoplasmic Reticulum (GO:0035437)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	OS9
Mitochondrial RNA Processing (GO:0000963)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	FASTKD3
Negative Regulation of Reactive Oxygen Species Biosynthetic Process (GO:1903427)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	ABCD1
Negative Regulation of Sprouting Angiogenesis (GO:1903671)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	SYNJ2BP
Negative Regulation of Ubiquitin-Protein Transferase Activity (GO:0051444)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	RPL11
Podocyte Differentiation (GO:0072112)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	MYO1E
Positive Regulation of Endoplasmic Reticulum Unfolded Protein Response (GO:1900103)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	PTPN1
Positive Regulation of mRNA Metabolic Process (GO:1903313)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	MOV10
Positive Regulation of Protein Depolymerization (GO:1901881)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	KATNB1
Positive Regulation of Smooth Muscle Cell Apoptotic Process (GO:0034393)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	STUB1
Positive Regulation of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900748)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	ITGB1
Purine Ribonucleoside Monophosphate Biosynthetic Process (GO:0009168)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	PFAS
Purine Ribonucleoside Triphosphate Biosynthetic Process (GO:0009206)	1/11	0.14560257506488403	0.4356898551365723	0	0	6.963250883392226	13.417310268308398	ATP5F1C
Replication Fork Processing (GO:0031297)	2/48	0.14849947355373286	0.4392103160065715	0	0	3.032685784767191	5.7838590720075285	MMS22L;WRN
Erythrocyte Differentiation (GO:0030218)	2/48	0.14849947355373286	0.4392103160065715	0	0	3.032685784767191	5.7838590720075285	CEBPG;SLC1A5
Fatty Acid Beta-Oxidation (GO:0006635)	2/48	0.14849947355373286	0.4392103160065715	0	0	3.032685784767191	5.7838590720075285	ABCD3;ECHS1
Membrane Lipid Biosynthetic Process (GO:0046467)	2/48	0.14849947355373286	0.4392103160065715	0	0	3.032685784767191	5.7838590720075285	SCCPDH;SPTLC2
Post-Translational Protein Modification (GO:0043687)	2/48	0.14849947355373286	0.4392103160065715	0	0	3.032685784767191	5.7838590720075285	PARP2;STT3B
Synapse Organization (GO:0050808)	4/144	0.14913363102699034	0.4392103160065715	0	0	1.9975510204081632	3.8011648509444456	PTK7;ARHGEF7;AGRN;PTPRF
Protein Transport (GO:0015031)	7/308	0.15010617206118942	0.4392103160065715	0	0	1.6300058769204937	3.0911633921534194	VMP1;RAB5B;TOM1;COPG2;VLDLR;RAB6A;RAB5A
Retrograde Transport, Endosome to Golgi (GO:0042147)	3/95	0.15283199814938733	0.4392103160065715	0	0	2.277270617360359	4.277661591764358	SPAG9;RAB6A;EVI5
Arachidonate Metabolic Process (GO:0019369)	2/49	0.1534435622793117	0.4392103160065715	0	0	2.968009657461898	5.563303939730435	GPX4;EPHX1
Proteoglycan Biosynthetic Process (GO:0030166)	2/49	0.1534435622793117	0.4392103160065715	0	0	2.968009657461898	5.563303939730435	B4GAT1;B3GALT6
Regulation of Actin Filament-Based Process (GO:0032970)	3/96	0.15621451430658473	0.4392103160065715	0	0	2.2526690391459074	4.182136668575057	ARHGAP17;ARHGEF7;MTOR
Protein Ubiquitination (GO:0016567)	8/369	0.15625185634464844	0.4392103160065715	0	0	1.5540567666305352	2.8847739897842835	CUL9;CUL7;OS9;FBXO2;UBE4A;KLHL22;STUB1;FBXO11
DNA Strand Elongation (GO:0022616)	1/12	0.1577416772987269	0.4392103160065715	0	0	6.329906842274333	11.690050040631785	MCM4
DNA Strand Elongation Involved in DNA Replication (GO:0006271)	1/12	0.1577416772987269	0.4392103160065715	0	0	6.329906842274333	11.690050040631785	MCM4
Regulation of Ketone Metabolic Process (GO:0010565)	1/12	0.1577416772987269	0.4392103160065715	0	0	6.329906842274333	11.690050040631785	SIRT5
T Cell Chemotaxis (GO:0010818)	1/12	0.1577416772987269	0.4392103160065715	0	0	6.329906842274333	11.690050040631785	SLC12A2
Regulation of Mitotic Sister Chromatid Separation (GO:0010965)	1/12	0.1577416772987269	0.4392103160065715	0	0	6.329906842274333	11.690050040631785	CDK5RAP2
Regulation of Retrograde Protein Transport, ER to Cytosol (GO:1904152)	1/12	0.1577416772987269	0.4392103160065715	0	0	6.329906842274333	11.690050040631785	OS9
