Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Norepinephrine Metabolic Process (GO:0042415)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	MOXD1
Nucleoside Diphosphate Metabolic Process (GO:0009132)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	RRM2B
Cardiac Muscle Cell Myoblast Differentiation (GO:0060379)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	NRG1
Cardiac Muscle Cell-Cardiac Muscle Cell Adhesion (GO:0086042)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	DSG2
Regulation of Striated Muscle Cell Differentiation (GO:0051153)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	NRG1
Pituitary Gland Development (GO:0021983)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	SALL1
Response to Increased Oxygen Levels (GO:0036296)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	ATP6V1A
Positive Regulation of Autophagosome Maturation (GO:1901098)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	FYCO1
Cortical Microtubule Organization (GO:0043622)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	EZR
Ribosomal Large Subunit Export From Nucleus (GO:0000055)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	NUP88
Ribosomal Small Subunit Export From Nucleus (GO:0000056)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	NUP88
Positive Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0045737)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	LONP1
Enamel Mineralization (GO:0070166)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	TBX1
Stress Granule Disassembly (GO:0035617)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	KLC1
Vascular Associated Smooth Muscle Contraction (GO:0014829)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	PIK3C2A
Hepatocyte Growth Factor Receptor Signaling Pathway (GO:0048012)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	PKN1
Leukotriene Transport (GO:0071716)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	ABCC4
Negative Regulation of Cardiac Muscle Cell Apoptotic Process (GO:0010667)	1/6	0.053665690216908445	0.3027516436850312	0	0	21.771428571428572	63.68102356945839	NRG1
Regulation of Epithelial Cell Proliferation (GO:0050678)	3/93	0.05379219275129884	0.3027516436850312	0	0	3.6531481481481483	10.676789188078578	TBX1;LAMC1;SRSF6
Positive Regulation of Phosphorylation (GO:0042327)	3/94	0.05520555643247607	0.3027516436850312	0	0	3.612820512820513	10.465227087424834	TBX1;PKN1;REPS1
Regulation of Small GTPase Mediated Signal Transduction (GO:0051056)	4/157	0.056365029309324854	0.3027516436850312	0	0	2.8720195713294627	8.25965935265025	RDX;MYO9A;GABARAP;REPS1
Cellular Response to Retinoic Acid (GO:0071300)	2/42	0.056475168645843954	0.3027516436850312	0	0	5.463259668508288	15.701158236241563	TBX1;CREB1
Response to cAMP (GO:0051591)	2/42	0.056475168645843954	0.3027516436850312	0	0	5.463259668508288	15.701158236241563	RAPGEF2;EZR
Regulation of Cellular Component Size (GO:0032535)	2/42	0.056475168645843954	0.3027516436850312	0	0	5.463259668508288	15.701158236241563	RDX;EZR
Regulation of Actin Filament-Based Process (GO:0032970)	3/96	0.05808517404122956	0.3027516436850312	0	0	3.534767025089606	10.059398455481045	PKN1;EZR;CLASP2
Neuron Development (GO:0048666)	4/159	0.05851380207441468	0.3027516436850312	0	0	2.8346729140385656	8.04619814569432	PBX2;VPS13B;RAPGEF2;MANF
Neural Crest Cell Development (GO:0014032)	2/43	0.05888326879726177	0.3027516436850312	0	0	5.329739927233526	15.09488030722751	TBX1;NRG1
Regulation of TORC1 Signaling (GO:1903432)	3/97	0.05955120296107155	0.3027516436850312	0	0	3.496985815602837	9.864712969465375	USP4;LONP1;YWHAZ
Regulation of Intracellular Signal Transduction (GO:1902531)	6/302	0.059648746638816086	0.3027516436850312	0	0	2.2355703160787908	6.302703470606391	MINK1;PKN1;EZR;MYO9A;AURKA;REPS1
Regulation of Microtubule-Based Process (GO:0032886)	2/44	0.061326344563364096	0.3027516436850312	0	0	5.202578268876612	14.523235327685699	AURKA;CLASP2
Organelle Disassembly (GO:1903008)	2/44	0.061326344563364096	0.3027516436850312	0	0	5.202578268876612	14.523235327685699	KLC1;AURKA
ATF6-mediated Unfolded Protein Response (GO:0036500)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	MANF
Negative Regulation of Epidermal Cell Differentiation (GO:0045605)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	SRSF6
G Protein-Coupled Receptor Internalization (GO:0002031)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	ARRB2
IMP Biosynthetic Process (GO:0006188)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	PFAS
Negative Regulation of p38MAPK Cascade (GO:1903753)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	EZR
Aspartate Family Amino Acid Biosynthetic Process (GO:0009067)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	PLOD2
Non-Proteinogenic Amino Acid Biosynthetic Process (GO:0170043)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	PLOD2
Nucleolar Chromatin Organization (GO:1990700)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	DDX11
Catecholamine Catabolic Process (GO:0042424)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	MOXD1
Peptidyl-Lysine Hydroxylation (GO:0017185)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	PLOD2
Cellular Response to Thyroid Hormone Stimulus (GO:0097067)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	RDX
Positive Regulation of Adipose Tissue Development (GO:1904179)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	SORL1
Coronary Vasculature Morphogenesis (GO:0060977)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	TBX1
Positive Regulation of Chromatin Binding (GO:0035563)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	DDX11
Positive Regulation of Chromosome Condensation (GO:1905821)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	NCAPG2
Dopamine Catabolic Process (GO:0042420)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	MOXD1
Positive Regulation of Cyclin-Dependent Protein Kinase Activity (GO:1904031)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	LONP1
Elastic Fiber Assembly (GO:0048251)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	LTBP4
Positive Regulation of Endocytic Recycling (GO:2001137)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	SORL1
Positive Regulation of Extracellular Matrix Disassembly (GO:0090091)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	CLASP2
Establishment of Golgi Localization (GO:0051683)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	YWHAZ
Establishment of Centrosome Localization (GO:0051660)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	EZR
Thyroid Gland Development (GO:0030878)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	TBX1
Positive Regulation of Microtubule Nucleation (GO:0090063)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	PKN1
Ganglioside Catabolic Process (GO:0006689)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	GLB1
Hexose Catabolic Process (GO:0019320)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	GLB1
Kidney Epithelium Development (GO:0072073)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	SALL1
Maintenance of Lens Transparency (GO:0036438)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	VPS13B
Protein Localization to Cytoplasmic Stress Granule (GO:1903608)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	PKN1
Proteoglycan Catabolic Process (GO:0030167)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	GLB1
Regulation of Cdc42 Protein Signal Transduction (GO:0032489)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	REPS1
Regulation of Chromosome Condensation (GO:0060623)	1/7	0.06232722844253915	0.3027516436850312	0	0	18.14194139194139	50.350362131110586	NCAPG2
Negative Regulation of BMP Signaling Pathway (GO:0030514)	2/45	0.06380356229461177	0.3027516436850312	0	0	5.0813311062572275	13.98355010752442	SORL1;FBN1
Negative Regulation of Cold-Induced Thermogenesis (GO:0120163)	2/47	0.06885714987061187	0.3027516436850312	0	0	4.855003069367711	12.990634697670705	TLE3;ZNF423
Positive Regulation of Chromosome Organization (GO:2001252)	2/47	0.06885714987061187	0.3027516436850312	0	0	4.855003069367711	12.990634697670705	DDX11;NCAPG2
Mitotic Spindle Assembly (GO:0090307)	2/47	0.06885714987061187	0.3027516436850312	0	0	4.855003069367711	12.990634697670705	CEP192;CLASP2
Positive Regulation of RNA Biosynthetic Process (GO:1902680)	9/555	0.0696050136150002	0.3027516436850312	0	0	1.8255968169761274	4.865067058864539	TBX1;SALL1;CREB1;NEK4;MECOM;KANSL2;KMT2B;SGF29;ZNF423
Regulation of Actin Cytoskeleton Organization (GO:0032956)	3/104	0.07029176610217876	0.3027516436850312	0	0	3.2534653465346532	8.638277833264613	PKN1;EZR;CLASP2
Protein Modification by Small Protein Conjugation (GO:0032446)	6/316	0.07089265890912023	0.3027516436850312	0	0	2.1330781848004374	5.645379963727292	SH3RF3;OTULIN;MIB2;TRIM27;ARRB2;FBXO10
AMP Biosynthetic Process (GO:0006167)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	PFAS
Regulation of Endothelial Cell Differentiation (GO:0045601)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	DSG2
Negative Regulation of Glycoprotein Biosynthetic Process (GO:0010561)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	ITM2C
Regulation of Extent of Cell Growth (GO:0061387)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	CLASP2
GMP Metabolic Process (GO:0046037)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	PFAS
Negative Regulation of Transforming Growth Factor Beta Production (GO:0071635)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	FBLN1
Regulation of Protein Acetylation (GO:1901983)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	CEP295
Bone Resorption (GO:0045453)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	RAB3D
Bundle of His Cell to Purkinje Myocyte Communication (GO:0086069)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	DSG2
Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070431)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	OTULIN
Regulation of Response to Wounding (GO:1903034)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	SRSF6
Regulation of Sister Chromatid Cohesion (GO:0007063)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	DDX11
Cardioblast Differentiation (GO:0010002)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	NRG1
Cell Differentiation Involved in Metanephros Development (GO:0072202)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	SALL1
Cellular Response to Hydroxyurea (GO:0072711)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	DDX11
Response to Thyroid Hormone (GO:0097066)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	RDX
Sensory Organ Morphogenesis (GO:0090596)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	TBX1
Skin Morphogenesis (GO:0043589)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	AHDC1
Sphingosine-1-Phosphate Receptor Signaling Pathway (GO:0003376)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	EZR
Synaptic Vesicle Fusion to Presynaptic Active Zone Membrane (GO:0031629)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	SNAP47
Positive Regulation of Intracellular Estrogen Receptor Signaling Pathway (GO:0033148)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	PKN1
Establishment of Protein Localization to Chromatin (GO:0071169)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	SGF29
Forebrain Neuron Development (GO:0021884)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	RAPGEF2
Galactose Catabolic Process (GO:0019388)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	GLB1
Ventricular Trabecula Myocardium Morphogenesis (GO:0003222)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	NRG1
protein-RNA Complex Disassembly (GO:0032988)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	KLC1
Mitochondrial DNA Replication (GO:0006264)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	RRM2B
Negative Regulation of T Cell Apoptotic Process (GO:0070233)	1/8	0.07090992067371144	0.3027516436850312	0	0	15.54945054945055	41.14920963136887	TSC22D3
Brain Development (GO:0007420)	4/170	0.0711011087124179	0.3027516436850312	0	0	2.6453523591572994	6.993391977133312	MINK1;PBX2;RAPGEF2;NRG1
Negative Regulation of Response to Biotic Stimulus (GO:0002832)	2/48	0.07143191271150164	0.3027516436850312	0	0	4.749219312995436	12.533239884310943	LONP1;YWHAZ
Hexose Metabolic Process (GO:0019318)	2/48	0.07143191271150164	0.3027516436850312	0	0	4.749219312995436	12.533239884310943	ADPGK;FBN1
Mitophagy (GO:0000423)	2/48	0.07143191271150164	0.3027516436850312	0	0	4.749219312995436	12.533239884310943	GABARAPL2;GABARAP
Positive Regulation of Protein Phosphorylation (GO:0001934)	4/171	0.07230911728612915	0.3027516436850312	0	0	2.629378115277824	6.906863722680953	TBX1;RAPGEF2;PKN1;REPS1
Activation of Protein Kinase Activity (GO:0032147)	2/49	0.0740376032488283	0.3027516436850312	0	0	4.647936993064535	12.099426674313927	NRG1;FBN1
Positive Regulation of Developmental Process (GO:0051094)	5/245	0.07496986695191132	0.3027516436850312	0	0	2.291315543071161	5.936040192829802	DSG2;SORL1;AURKA;CLASP2;REPS1
Regulation of Interleukin-2 Production (GO:0032663)	2/50	0.07667344723251522	0.3027516436850312	0	0	4.550874769797422	11.687555766796065	TRIM27;EZR
Negative Regulation of Protein Binding (GO:0032091)	2/50	0.07667344723251522	0.3027516436850312	0	0	4.550874769797422	11.687555766796065	DDX11;AURKA
Nucleocytoplasmic Transport (GO:0006913)	2/50	0.07667344723251522	0.3027516436850312	0	0	4.550874769797422	11.687555766796065	GLE1;NUP88
Regulation of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0010803)	2/50	0.07667344723251522	0.3027516436850312	0	0	4.550874769797422	11.687555766796065	OTULIN;MIB2
Positive Regulation of Fat Cell Differentiation (GO:0045600)	2/50	0.07667344723251522	0.3027516436850312	0	0	4.550874769797422	11.687555766796065	CREB1;LONP1
Negative Regulation of ERK1 and ERK2 Cascade (GO:0070373)	2/50	0.07667344723251522	0.3027516436850312	0	0	4.550874769797422	11.687555766796065	FBLN1;EZR
Cilium Assembly (GO:0060271)	5/247	0.07701242545698801	0.3027516436850312	0	0	2.2721469031479247	5.825304101909676	ACTR2;GORAB;CEP131;POC1B;ENKD1
Autophagosome Maturation (GO:0097352)	2/51	0.07933868186757574	0.3027516436850312	0	0	4.457774269928966	11.296131405166374	GABARAPL2;GABARAP
Organic Hydroxy Compound Transport (GO:0015850)	2/51	0.07933868186757574	0.3027516436850312	0	0	4.457774269928966	11.296131405166374	ABCC4;REPS1
Insulin Receptor Signaling Pathway (GO:0008286)	2/51	0.07933868186757574	0.3027516436850312	0	0	4.457774269928966	11.296131405166374	IDE;PIK3C2A
Negative Regulation of Cell Projection Organization (GO:0031345)	2/51	0.07933868186757574	0.3027516436850312	0	0	4.457774269928966	11.296131405166374	RAPGEF2;ITM2C
Regulation of Dendritic Cell Apoptotic Process (GO:2000668)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	RAPGEF2
Golgi Lumen Acidification (GO:0061795)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	ATP6V1A
Rap Protein Signal Transduction (GO:0032486)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	RAPGEF2
Regulation of Melanin Biosynthetic Process (GO:0048021)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	RAPGEF2
Adrenal Gland Development (GO:0030325)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	SALL1
Negative Regulation of Striated Muscle Cell Apoptotic Process (GO:0010664)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	NRG1
Negative Regulation of Triglyceride Metabolic Process (GO:0090209)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	SORL1
Nerve Growth Factor Signaling Pathway (GO:0038180)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	RAPGEF2
Astral Microtubule Organization (GO:0030953)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	EZR
Neuron Remodeling (GO:0016322)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	FARP2
Regulation of Protein Exit From Endoplasmic Reticulum (GO:0070861)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	SORL1
Phenol-Containing Compound Biosynthetic Process (GO:0046189)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	MOXD1
Regulation of Transmembrane Transporter Activity (GO:0022898)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	LONP1
Cellular Response to Forskolin (GO:1904322)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	CREB1
Regulation of Wound Healing, Spreading of Epidermal Cells (GO:1903689)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	CLASP2
Response to Forskolin (GO:1904321)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	CREB1
Response to Hydroxyurea (GO:0072710)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	DDX11
Desensitization of G Protein-Coupled Receptor Signaling Pathway (GO:0002029)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	ARRB2
Positive Regulation of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033145)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	PKN1
Positive Regulation of Leukocyte Apoptotic Process (GO:2000108)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	RAPGEF2
Tooth Mineralization (GO:0034505)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	TBX1
Positive Regulation of Mesenchymal Cell Proliferation (GO:0002053)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	TBX1
Vasoconstriction (GO:0042310)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	PIK3C2A
Positive Regulation of Protein Acetylation (GO:1901985)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	CEP295
Positive Regulation of Protein Autophosphorylation (GO:0031954)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	NRG1
Positive Regulation of Protein Exit From Endoplasmic Reticulum (GO:0070863)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	SORL1
Hormone Catabolic Process (GO:0042447)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	IDE
Positive Regulation of Vasculogenesis (GO:2001214)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	RAPGEF2
Proteasome Assembly (GO:0043248)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	POMP
Protein poly-ADP-ribosylation (GO:0070212)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	ZC3HAV1
Microtubule Anchoring (GO:0034453)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	CLASP2
rRNA 3'-End Processing (GO:0031125)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	REXO5
Mitochondrial Protein Catabolic Process (GO:0035694)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	LONP1
Regulation of ER to Golgi Vesicle-Mediated Transport (GO:0060628)	1/9	0.07941448038936727	0.3027516436850312	0	0	13.605082417582418	34.46268808650449	SORL1
Regulation of Hydrolase Activity (GO:0051336)	2/52	0.08203255563637359	0.30972548249887205	0	0	4.368397790055249	10.92378627690045	RDX;REPS1
Positive Regulation of TORC1 Signaling (GO:1904263)	2/52	0.08203255563637359	0.30972548249887205	0	0	4.368397790055249	10.92378627690045	USP4;LONP1
Glycoprotein Metabolic Process (GO:0009100)	2/52	0.08203255563637359	0.30972548249887205	0	0	4.368397790055249	10.92378627690045	GLB1;ENGASE
Regulation of Wnt Signaling Pathway (GO:0030111)	3/112	0.08355090548333044	0.3107430096318	0	0	3.0134556574923548	7.480298526777384	SALL1;NXN;OTULIN
Regulation of Protein Ubiquitination (GO:0031396)	3/113	0.08527887452545564	0.3107430096318	0	0	2.985909090909091	7.350796146347512	USP4;NXN;ARRB2
Negative Regulation of Neuron Projection Development (GO:0010977)	2/54	0.08750327021187462	0.3107430096318	0	0	4.199957501062474	10.23142874158721	FYCO1;ITM2C
Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039)	2/54	0.08750327021187462	0.3107430096318	0	0	4.199957501062474	10.23142874158721	MINK1;PKN1
Negative Regulation of Inclusion Body Assembly (GO:0090084)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	SORL1
S-adenosylmethionine Metabolic Process (GO:0046500)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	AHCYL2
Biogenic Amine Biosynthetic Process (GO:0042401)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	MOXD1
Regulation of Triglyceride Catabolic Process (GO:0010896)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	SORL1
Cellular Response to Increased Oxygen Levels (GO:0036295)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	ATP6V1A
Cellular Response to Oxygen Levels (GO:0071453)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	ATP6V1A
Positive Regulation of RIG-I Signaling Pathway (GO:1900246)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	ZC3HAV1
Cyclic Nucleotide Transport (GO:0070729)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	ABCC4
Establishment of Endothelial Intestinal Barrier (GO:0090557)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	RAPGEF2
Exit From Mitosis (GO:0010458)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	CLASP2
Galactose Metabolic Process (GO:0006012)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	GLB1
Heterochromatin Organization (GO:0070828)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	MECOM
Protein Localization to Condensed Chromosome (GO:1903083)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	MTBP
Muscle Cell Fate Commitment (GO:0042693)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	TBX1
Regulation of Amyloid Precursor Protein Biosynthetic Process (GO:0042984)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	ITM2C
Regulation of Animal Organ Morphogenesis (GO:2000027)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	TBX1
Negative Regulation of Calcium Ion Import (GO:0090281)	1/10	0.0878416147770708	0.3107430096318	0	0	12.092796092796092	29.41233952395038	TRIM27
Regulation of JNK Cascade (GO:0046328)	3/115	0.08878030605479459	0.31312335488786835	0	0	2.9322916666666665	7.100809444545176	SH3RF3;MECOM;MINK1
Regulation of DNA Metabolic Process (GO:0051052)	3/116	0.09055347784971947	0.3165201258931497	0	0	2.9061946902654867	6.98014109132458	CCNA2;ZBTB38;SGF29
Negative Regulation of Canonical Wnt Signaling Pathway (GO:0090090)	3/117	0.09234142472529065	0.3165201258931497	0	0	2.8805555555555555	6.862239285877164	TLE3;LZTS2;PFDN5
Regulation of Proteasomal Protein Catabolic Process (GO:0061136)	2/56	0.09307979952956755	0.3165201258931497	0	0	4.043994270513608	9.601647889815224	GABARAPL2;RAD23A
Positive Regulation of Epithelial Cell Proliferation (GO:0050679)	3/118	0.09414399866874512	0.3165201258931497	0	0	2.8553623188405797	6.747020622024481	TBX1;LAMC1;SRSF6
Negative Regulation of Innate Immune Response (GO:0045824)	2/57	0.09590598202401951	0.3165201258931497	0	0	3.970266197890507	9.307840148458258	LONP1;YWHAZ
Glucose Metabolic Process (GO:0006006)	2/57	0.09590598202401951	0.3165201258931497	0	0	3.970266197890507	9.307840148458258	ADPGK;FBN1
Regulation of Chromosome Separation (GO:1905818)	1/11	0.09619202467720508	0.3165201258931497	0	0	10.882967032967032	25.481475089201393	NCAPG2
Negative Regulation of Homotypic Cell-Cell Adhesion (GO:0034111)	1/11	0.09619202467720508	0.3165201258931497	0	0	10.882967032967032	25.481475089201393	RDX
